ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
410	117.07399040903785	116.93797915739587	117.08772173506789	117.24215968142049
411	117.07426532767666	116.93744635172096	117.08752559175431	117.24206684184487
412	117.07448057239063	116.93694100775308	117.08732228372715	117.24202560401837
413	117.07538800307911	116.93677880035763	117.08723263233455	117.24197491854417
414	117.0762726289339	116.93692948736273	117.08717892173634	117.24182557051239
415	117.07779912014763	116.93701649169364	117.08722482652281	117.24192502408536
416	117.07378337604041	116.93356700030809	117.0862064559378	117.24170333203612
417	117.0762197582043	116.93498932832257	117.08645906362652	117.2416227995682
418	117.07502620474337	116.93376452488322	117.08600286869552	117.24154045025024
419	117.0776100897451	116.93471584390265	117.0862543079567	117.24151928656956
420	117.07431308478962	116.93189823662867	117.08535371025602	117.24127254770936
421	117.07496642385951	116.93150019967291	117.08520800338498	117.24119115499118
422	117.07685981241278	116.93248982272601	117.08532078820828	117.24116066768215
423	117.07847109769729	116.93290394211593	117.08542208541837	117.24116332219175
424	117.07836053512885	116.93249327668757	117.08518858476853	117.24101666560632
425	117.07916161156385	116.93279571465779	117.08512153723933	117.24092299441132
426	117.08098070953318	116.93321124701212	117.08529050810064	117.2409277571366
427	117.08079446763487	116.93273507567373	117.08505853760369	117.24083640898652
428	117.08198779675261	116.9330330141414	117.08508385271107	117.24074247954354
429	117.08206066715971	116.93253857851609	117.084899522113	117.24065016001981
430	117.0818754894116	116.93220963873924	117.08465276519642	117.24053062115823
431	117.08172722837477	116.93119197284229	117.08439404503339	117.24046835217656
432	117.08171423712338	116.93089414510631	117.08418843805518	117.24037281834252
433	117.08505943458509	116.9325816887009	117.08464508381896	117.24038841311308
434	117.08522900644907	116.93218631224556	117.08446616315965	117.24038309914442
435	117.08579720165858	116.93220502335164	117.08438688797183	117.24024818229596
436	117.08591011362648	116.93178101660855	117.08421920663137	117.24027804856775
437	117.08777539065412	116.93236707869997	117.08436873179133	117.24025583335613
438	117.08772509217825	116.93199655979774	117.08418188439471	117.24020621859496
439	117.08814962952177	116.93186525131289	117.0840817913025	117.24001491587019
440	117.08665430131573	116.9309692521088	117.08357522106947	117.23980404241121
441	117.08803010989885	116.93117761853591	117.08369119684531	117.23987330383464
442	117.08802044311508	116.93082484074196	117.0835112248265	117.23981326792767
443	117.08798034969344	116.93054999010546	117.08334826134848	117.2396868679522
444	117.08853286161083	116.93054085453211	117.08325810680678	117.2395591355533
445	117.08914312057611	116.93037043302816	117.08321232679164	117.23949256840405
446	117.08831965029498	116.92980070268703	117.08287250820901	117.23938369785662
447	117.08902358840871	116.92976135875823	117.08284760037287	117.23930366232712
448	117.08922083428068	116.92949321397495	117.08275176121609	117.23935838635647
449	117.08933359142844	116.92929670976608	117.08260709482539	117.23922454465456
450	117.0902733222716	116.92965198255384	117.08264309717754	117.23924928543649
451	117.09015383476935	116.92920136932801	117.0824541224871	117.23913942119526
452	117.0904632828268	116.92898901060207	117.08234264198838	117.23904714698276
453	117.09075769991914	116.92890622673332	117.08224208797272	117.23893579074193
454	117.09144641601452	116.9287449482815	117.08221002334096	117.23897083591426
455	117.09267519441902	116.9289896944241	117.08228339123733	117.23903201261551
456	117.09324519558459	116.92889106721546	117.08223416643354	117.23895332912271
457	117.092893227614	116.92862368923439	117.0820119123669	117.23882433312042
458	117.09199049484668	116.92778642848964	117.0816726333783	117.23865494599033
459	117.0933413832678	116.92822217782106	117.08178105440209	117.2387834732353
460	117.09422033963682	116.92832840324157	117.08179783730365	117.23865827408733
461	117.09453747746073	116.92808656807628	117.08171750822885	117.2387456856044
462	117.09330115304371	116.92731436366522	117.08131677984927	117.23841920973032
463	117.09517423241773	116.92796400129889	117.08152844931519	117.23854483322872
464	117.09550200659426	116.92764128741639	117.08143386673589	117.23851714997363
465	117.09471292346356	116.92699454555364	117.08115544372312	117.23830843348237
466	117.0946711848996	116.9264270964348	117.08094529097224	117.23838585379731
467	117.09384411190952	116.92594905587111	117.08061628241911	117.23812051917129
468	117.09615601723937	116.92670261952844	117.08089736106197	117.23819637499457
469	117.09576107702661	116.92627911020168	117.08064547081752	117.23801305711937
470	117.0953395666045	116.92599790935958	117.08042284531423	117.23793857947656
471	117.09696325918523	116.9259967696174	117.0805965338066	117.23803524985561
472	117.09720751222422	116.92573803690321	117.08043476409627	117.23803027015592
473	117.0979941772358	116.92579083241753	117.08044384721626	117.23795337708322
474	117.09760603687309	116.92545457895525	117.08022477785717	117.2378878473232
475	117.09811180039394	116.9254872083547	117.08016014725784	117.23772790061771
476	117.09834514687331	116.92540809667715	117.08006049171102	117.23767760844463
477	117.0987165563758	116.92518834147117	117.07999946312233	117.23770875323012
478	117.09818196016136	116.92473950135852	117.07975506947943	117.2375020883911
479	117.09810145545956	116.92460554172234	117.0796094700555	117.23746409267295
480	117.09881240630182	116.92441982063878	117.07959925974718	117.23751109873679
481	117.09836309867555	116.9238969089374	117.07935312385763	117.23734085535446
482	117.09921856585547	116.9239396001123	117.07939632501174	117.2373919213331
483	117.09991434680535	116.9241323143556	117.07939598852532	117.23740783434967
484	117.1002766805744	116.92409212805809	117.07931947280176	117.23734566854995
485	117.09988988208315	116.92382298504664	117.0791295295109	117.23715297200533
486	117.09959246006315	116.9233735510613	117.07893564984957	117.23703389218517
487	117.09997437148787	116.92326519691285	117.07885990839492	117.23699444170465
488	117.10087948398761	116.92357301337331	117.07891869353674	117.23693587314564
489	117.10031814786109	116.92306988606312	117.0786859370054	117.23688238683543
490	117.10111246839335	116.92321541910196	117.07869902651275	117.23683058897555
491	117.10212186890868	116.9232986154336	117.07878291314236	117.23687266775644
492	117.10231096470189	116.92331611833653	117.07869042712814	117.2368286524529
493	117.10226469504282	116.92281089314723	117.07855785773897	117.23681059133507
494	117.1020354272021	116.92270752202751	117.07840188972594	117.23676212735951
495	117.10166818426751	116.92239875524622	117.07821055735835	117.23656947581527
496	117.10352386941686	116.92261374740961	117.0784336164775	117.23669824812879
497	117.10386385979623	116.92273315949963	117.07837204067363	117.23669346488334
498	117.10397637973207	116.92254579818533	117.07825277359788	117.23650594430285
499	117.10338731291338	116.92221222695765	117.0780156693955	117.23643580359615
500	117.10408862559005	116.92228010175542	117.0780300616087	117.236418773331
